,school_name,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,def_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,year
0,Alabama-Birmingham,36,20,16,.556,1.94,1.62,12,6,13,4,3,8,2476,2452,65.9,100.5,.329,.320,.509,49.0,49.7,9.1,10.0,.476,16.5,32.9,.225,2015
1,Albany (NY),33,24,9,.727,-0.34,-5.18,15,1,12,3,12,5,2156,1996,61.2,98.5,.303,.416,.527,46.5,54.5,7.8,10.6,.496,17.7,26.1,.212,2015
2,Arizona,38,34,4,.895,24.33,7.41,16,2,17,0,8,3,2911,2268,66.5,89.4,.373,.315,.494,43.2,47.6,7.1,6.3,.451,18.5,22.4,.260,2015
3,Arkansas,36,27,9,.750,14.07,6.79,13,5,17,2,7,5,2787,2525,70.1,99.3,.388,.312,.525,49.8,51.6,8.1,6.9,.483,19.1,34.6,.278,2015
4,Baylor,34,24,10,.706,17.85,9.33,11,7,16,2,6,5,2349,2048,62.8,95.2,.318,.356,.485,44.1,69.4,10.4,10.9,.455,16.3,31.0,.205,2015
5,Belmont,33,22,11,.667,0.35,-2.77,11,5,12,2,7,8,2450,2330,67.5,104.5,.285,.366,.543,49.7,50.7,9.7,12.5,.515,16.3,29.6,.203,2015
6,Boise State,34,25,9,.735,10.01,1.38,14,4,13,1,8,5,2390,2045,62.4,94.6,.318,.360,.506,47.9,49.2,7.5,9.9,.472,17.6,25.4,.222,2015
7,Brigham Young,35,25,10,.714,13.53,5.02,13,5,13,3,8,3,2931,2561,70.7,102.0,.386,.325,.527,46.8,55.1,9.2,9.4,.489,15.8,28.5,.270,2015
8,Buffalo,33,23,10,.697,7.93,1.60,12,6,11,2,9,7,2462,2253,68.7,99.3,.343,.379,.515,48.0,49.3,9.0,8.1,.485,17.0,30.4,.228,2015
9,Butler,34,23,11,.676,16.64,8.62,12,6,13,3,7,4,2346,2073,64.2,93.5,.333,.342,.501,45.8,50.5,8.3,11.3,.467,17.2,25.3,.227,2015
10,UC-Irvine,34,21,13,.618,3.63,0.45,11,5,10,3,6,9,2295,2113,63.7,96.8,.346,.289,.483,48.8,49.3,8.9,7.4,.442,14.9,30.5,.240,2015
11,Cincinnati,34,23,11,.676,10.72,4.40,13,5,15,3,6,5,2113,1898,59.6,92.4,.261,.333,.468,46.5,54.0,9.2,8.2,.441,16.8,32.3,.170,2015
12,Coastal Carolina,34,24,10,.706,-1.02,-6.18,12,6,14,2,8,7,2438,2121,65.2,95.7,.336,.408,.499,44.3,53.0,8.8,7.0,.461,16.0,26.2,.235,2015
13,Davidson,32,24,8,.750,11.97,3.19,14,4,14,1,9,4,2529,2221,67.2,102.9,.351,.325,.518,49.7,49.5,7.5,12.1,.492,14.7,30.3,.224,2015
14,Dayton,36,27,9,.750,10.98,4.06,13,5,16,0,5,6,2439,2190,64.2,94.4,.306,.334,.503,51.4,54.3,8.2,11.4,.472,18.3,28.4,.207,2015
15,Duke,39,35,4,.897,24.97,9.87,15,3,15,1,9,2,3091,2502,65.9,96.7,.240,.278,.492,46.1,47.0,8.3,8.3,.465,15.9,30.2,.166,2015
16,Eastern Washington,35,26,9,.743,0.79,-3.84,14,4,13,2,11,6,2820,2588,68.3,107.5,.354,.360,.554,50.0,57.4,8.0,11.2,.520,15.6,30.4,.253,2015
17,Georgetown,33,22,11,.667,15.48,9.81,12,6,13,3,5,4,2340,2153,64.6,99.5,.441,.354,.519,47.8,52.4,9.1,10.2,.471,17.4,31.0,.313,2015
18,Georgia State,35,25,10,.714,5.47,-2.03,15,5,12,1,8,8,2499,2184,64.3,96.0,.395,.420,.504,51.1,62.6,7.0,6.0,.457,19.8,34.4,.282,2015
19,Georgia,33,21,12,.636,12.42,8.60,11,7,12,4,8,4,2250,2124,64.8,97.0,.343,.353,.485,47.0,47.6,9.2,10.5,.444,14.3,28.5,.240,2015
20,Gonzaga,38,35,3,.921,21.12,5.12,17,1,15,1,10,1,2989,2343,65.2,94.3,.310,.305,.474,44.5,43.8,8.5,6.3,.441,14.8,27.7,.206,2015
21,Hampton,35,17,18,.486,-8.25,-7.08,8,8,6,5,5,12,2346,2387,69.5,97.7,.455,.302,.510,49.9,45.9,7.8,10.0,.464,17.3,30.9,.312,2015
